creatorLabel,datebirth,datedeath,placebirthLabel,coord,lat_long,placedeathLabel,coord_2,lat_long_2
Michael Peter Ancher,1849-06-09T00:00:00Z,1927-09-19T00:00:00Z,Bornholm,Point(14.916666666 55.125),"55.125, 14.916666666667",Skagen,,"57.722222222222, 10.587777777778"
Nikolaos Gysis,1842-03-01T00:00:00Z,1901-01-04T00:00:00Z,Tinos,Point(25.166666666 37.533333333),"37.533333333333, 25.166666666667",Munich,,"48.133333333333, 11.566666666667"
Heinrich Kley,1863-04-15T00:00:00Z,1945-02-08T00:00:00Z,Karlsruhe,Point(8.404166666 49.013888888),"49.013888888889, 8.4041666666667",Munich,,"48.133333333333, 11.566666666667"
Amice Calverley,1896-04-09T00:00:00Z,1959-04-10T00:00:00Z,Chelsea,Point(-0.1684 51.4875),"51.4875, -0.1684",Toronto,,"43.7, -79.4"
Thomas Hart Benton,1889-04-15T00:00:00Z,1975-01-19T00:00:00Z,Neosho,Point(-94.376388888 36.855555555),"36.855555555556, -94.376388888889",Kansas City,,"39.05, -94.583333333333"
Theodoros Stamos,1922-12-31T00:00:00Z,1997-02-02T00:00:00Z,New York,Point(-73.94 40.67),"40.67, -73.94",Ioannina,,"39.664722222222, 20.851944444444"
Josefina Pla,1903-11-09T00:00:00Z,1999-01-11T00:00:00Z,Los Lobos,Point(-13.82149 28.75169),"28.75169, -13.82149",Asunción,,"-25.3, -57.633333333333"
Josefina Pla,1903-11-09T00:00:00Z,1999-01-11T00:00:00Z,Los Lobos,Point(-13.82149 28.75169),"28.751944444444, -13.824722222222",Asunción,,"-25.3, -57.633333333333"
Na Hye-sok,1896-04-18T00:00:00Z,1948-12-10T00:00:00Z,Suwon,Point(127.019166666 37.284166666),"37.284166666667, 127.01916666667",Séoul,,"37.583333333333, 127"
John William Godward,1861-08-09T00:00:00Z,1922-12-13T00:00:00Z,Wimbledon,Point(-0.2171 51.4235),"51.4235, -0.2171",Londres,,"51.507222222222, -0.1275"
Pavel Filonov,1883-01-08T00:00:00Z,1941-12-03T00:00:00Z,Moscou,Point(37.617777777 55.755833333),"55.755833333333, 37.617777777778",Saint-Pétersbourg,,"59.95, 30.316666666667"
Otto Scholderer,1834-01-25T00:00:00Z,1902-01-22T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),"50.113611111111, 8.6797222222222",Francfort-sur-le-Main,,"50.113611111111, 8.6797222222222"
Romaine Brooks,1874-05-01T00:00:00Z,1970-12-07T00:00:00Z,Rome,Point(12.482777777 41.893055555),"41.893055555556, 12.482777777778",Nice,,"43.701944444444, 7.2683333333333"
Elsa Beskow,1874-02-11T00:00:00Z,1953-06-30T00:00:00Z,Stockholm,Point(18.068611111 59.329444444),"59.329444444444, 18.068611111111",Djursholm,,"59.397222222222, 18.0875"
Lautaro Murúa,1926-12-29T00:00:00Z,1995-12-03T00:00:00Z,Tacna,Point(-70.248333333 -18.055555555),"-18.055555555556, -70.248333333333",Madrid,,"40.418888888889, -3.6919444444444"
Julius Mordecai Pincas,1885-03-31T00:00:00Z,1930-06-05T00:00:00Z,Vidin,Point(22.876388888 43.985277777),"43.985277777778, 22.876388888889",Paris,,"48.856577777778, 2.3518277777778"
Louis Paul Boon,1912-03-15T00:00:00Z,1979-05-10T00:00:00Z,Alost,Point(4.033333333 50.933333333),"50.933333333333, 4.0333333333333",Erembodegem,,"50.9194, 4.0508"
Jean Lurçat,1892-07-01T00:00:00Z,1966-01-06T00:00:00Z,Bruyères,Point(6.718611111 48.208333333),"48.208333333333, 6.7186111111111",Saint-Paul-de-Vence,,"43.696388888889, 7.1222222222222"
Wifredo Lam,1902-12-08T00:00:00Z,1982-09-11T00:00:00Z,Sagua La Grande,Point(-80.071111111 22.808611111),"22.808611111111, -80.071111111111",Paris,,"48.856577777778, 2.3518277777778"
Hossein Behzad,1894-01-01T00:00:00Z,1968-10-13T00:00:00Z,Hérat,Point(62.179180555 34.37385),"34.37385, 62.179180555556",Téhéran,,"35.7, 51.416666666667"
Edward Poynter,1836-03-20T00:00:00Z,1919-07-26T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Londres,,"51.507222222222, -0.1275"
Tarsila do Amaral,1886-09-01T00:00:00Z,1973-01-17T00:00:00Z,Capivari,Point(-47.507777777 -22.995),"-22.995, -47.507777777778",São Paulo,,"-23.5, -46.61667"
Giuseppe Santomaso,1907-09-26T00:00:00Z,1990-05-23T00:00:00Z,Venise,Point(12.331944444 45.439722222),"45.439722222222, 12.331944444444",Venise,,"45.439722222222, 12.331944444444"
Josefina Pla,1903-11-09T00:00:00Z,1999-01-11T00:00:00Z,Los Lobos,Point(-13.824722222 28.751944444),"28.75169, -13.82149",Asunción,,"-25.3, -57.633333333333"
Josefina Pla,1903-11-09T00:00:00Z,1999-01-11T00:00:00Z,Los Lobos,Point(-13.824722222 28.751944444),"28.751944444444, -13.824722222222",Asunción,,"-25.3, -57.633333333333"
Nicolas de Staël,1914-01-05T00:00:00Z,1955-03-16T00:00:00Z,Saint-Pétersbourg,Point(30.316666666 59.95),"59.95, 30.316666666667",Paris,,"48.856577777778, 2.3518277777778"
Sohrab Sepehri,1928-10-07T00:00:00Z,1980-04-21T00:00:00Z,Kashan,Point(51.433333333 33.983333333),"33.983333333333, 51.433333333333",Téhéran,,"35.7, 51.416666666667"
Massimo Campigli,1895-07-04T00:00:00Z,1971-05-31T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Saint-Tropez,,"43.269722222222, 6.6386111111111"
Robert Filliou,1926-01-17T00:00:00Z,1987-12-02T00:00:00Z,Sauve,Point(3.948611111 43.9425),"43.9425, 3.9486111111111",Les Eyzies-de-Tayac-Sireuil,,"44.935555555556, 1.0169444444444"
Vlaho Bukovac,1855-07-05T00:00:00Z,1922-04-23T00:00:00Z,Cavtat,Point(18.220833333 42.579444444),"42.579444444444, 18.220833333333",Prague,,"50.088611111111, 14.421388888889"
Joan Mitchell,1925-02-12T00:00:00Z,1992-10-30T00:00:00Z,Chicago,Point(-87.65 41.9),"41.9, -87.65",Paris,,"48.856577777778, 2.3518277777778"
Friedrich Vordemberge-Gildewart,1899-11-17T00:00:00Z,1962-12-19T00:00:00Z,Osnabrück,Point(8.043055555 52.278888888),"52.278888888889, 8.0430555555556",Ulm,,"48.4, 9.9833333333333"
Anita Malfatti,1889-12-02T00:00:00Z,1964-11-06T00:00:00Z,São Paulo,Point(-46.61667 -23.5),"-23.5, -46.61667",São Paulo,,"-23.5, -46.61667"
Charles Sprague Pearce,1851-10-13T00:00:00Z,1914-05-18T00:00:00Z,Boston,Point(-71.061666666 42.357777777),"42.357777777778, -71.061666666667",Auvers-sur-Oise,,"49.071666666667, 2.1741666666667"
Josef Madlener,1881-04-16T00:00:00Z,1967-12-27T00:00:00Z,Amendingen,Point(10.1792 48.005),"48.005, 10.1792",Memmingen,,"47.987777777778, 10.181111111111"
Walter Pach,1883-07-11T00:00:00Z,1958-11-27T00:00:00Z,Manhattan,Point(-73.994166666 40.728333333),"40.728333333333, -73.994166666667",Manhattan,,"40.728333333333, -73.994166666667"
Olga Boznańska,1865-04-15T00:00:00Z,1940-10-26T00:00:00Z,Cracovie,Point(19.95 50.066666666),"50.066666666667, 19.95",Paris,,"48.856577777778, 2.3518277777778"
Émile Wauters,1846-11-19T00:00:00Z,1933-12-11T00:00:00Z,Bruxelles,Point(4.3525 50.846666666),"50.846666666667, 4.3525",Paris,,"48.856577777778, 2.3518277777778"
Max Burchartz,1887-07-28T00:00:00Z,1961-01-31T00:00:00Z,Elberfeld,Point(7.149167 51.257222),"51.257222, 7.149167",Essen,,"51.450833333333, 7.0130555555556"
Cecilia Beaux,1855-05-01T00:00:00Z,1942-09-07T00:00:00Z,Philadelphie,Point(-75.163333333 39.953055555),"39.953055555556, -75.163333333333",Gloucester,,"42.616666666667, -70.683333333333"
Katherine Dreier,1877-09-10T00:00:00Z,1952-03-29T00:00:00Z,Brooklyn,Point(-73.990277777 40.692777777),"40.692777777778, -73.990277777778",Brooklyn,,"40.692777777778, -73.990277777778"
Anna Boch,1848-02-10T00:00:00Z,1936-02-25T00:00:00Z,La Louvière,Point(4.188055555 50.477777777),"50.477777777778, 4.1880555555556",Ixelles,,"50.830277777778, 4.3613888888889"
Otto Lessing,1846-02-24T00:00:00Z,1912-11-22T00:00:00Z,Düsseldorf,Point(6.816666666 51.216666666),"51.216666666667, 6.8166666666667",Berlin,,"52.516666666667, 13.383333333333"
John McCrae,1872-11-30T00:00:00Z,1918-01-28T00:00:00Z,Guelph,Point(-80.25 43.55),"43.55, -80.25",Boulogne-sur-Mer,,"50.725555555556, 1.6138888888889"
Félix Ziem,1821-02-26T00:00:00Z,1911-11-10T00:00:00Z,Beaune,Point(4.838888888 47.024166666),"47.024166666667, 4.8388888888889",Paris,,"48.856577777778, 2.3518277777778"
Erna Schillig,1900-09-27T00:00:00Z,1993-05-01T00:00:00Z,Altdorf,Point(8.639444444 46.880555555),"46.880555555556, 8.6394444444444",Altdorf,,"46.880555555556, 8.6394444444444"
Albert J. Welti,1894-10-11T00:00:00Z,1965-12-05T00:00:00Z,Zurich,Point(8.54 47.378611111),"47.378611111111, 8.54",Amriswil,,"47.549722222222, 9.3"
Hans Coray,1906-06-09T00:00:00Z,1991-11-22T00:00:00Z,Wald,Point(8.914444444 47.275277777),"47.275277777778, 8.9144444444444",Zurich,,"47.378611111111, 8.54"
Hans Sturzenegger,1875-05-02T00:00:00Z,1943-11-19T00:00:00Z,Schaffhouse,Point(8.633055555 47.7),"47.7, 8.6330555555556",Zurich,,"47.378611111111, 8.54"
Irakli Moissejewitsch Toidse,1902-03-27T00:00:00Z,1985-04-01T00:00:00Z,Tbilissi,Point(44.783333333 41.716666666),"41.716666666667, 44.783333333333",Moscou,,"55.755833333333, 37.617777777778"
Willi Geiger,1878-08-27T00:00:00Z,1971-02-11T00:00:00Z,Landshut,Point(12.150833333 48.539722222),"48.539722222222, 12.150833333333",Munich,,"48.133333333333, 11.566666666667"
Aimée Rapin,1868-12-14T00:00:00Z,1956-05-08T00:00:00Z,Payerne,Point(6.933333333 46.816666666),"46.816666666667, 6.9333333333333",Genève,,"46.2, 6.15"
Otto Baumberger,1889-05-21T00:00:00Z,1961-12-26T00:00:00Z,Altstetten,Point(8.485841666 47.387530555),"47.387530555556, 8.4858416666667",Weiningen,,"47.420833333333, 8.4355555555556"
Hans Berger,1882-07-09T00:00:00Z,1977-04-07T00:00:00Z,Bienne,Point(7.247222222 47.137222222),"47.137222222222, 7.2472222222222",Aire-la-Ville,,"46.183333333333, 6.0333333333333"
Anatoly Zverev,1931-11-03T00:00:00Z,1986-12-09T00:00:00Z,Moscou,Point(37.617777777 55.755833333),"55.755833333333, 37.617777777778",Moscou,,"55.755833333333, 37.617777777778"
Galka Scheyer,1889-04-15T00:00:00Z,1945-12-13T00:00:00Z,Brunswick,Point(10.521111111 52.269166666),"52.269166666667, 10.521111111111",Hollywood,,"34.1, -118.33333333333"
Franz K. Opitz,1916-11-05T00:00:00Z,1998-12-16T00:00:00Z,Zurich,Point(8.54 47.378611111),"47.378611111111, 8.54",Obfelden,,"47.263888888889, 8.4241666666667"
André Thomkins,1930-08-11T00:00:00Z,1985-11-08T00:00:00Z,Lucerne,Point(8.3 47.049722222),"47.049722222222, 8.3",Berlin-Ouest,,"52.53333333, 13.16666667"
André Thomkins,1930-08-11T00:00:00Z,1985-11-08T00:00:00Z,Lucerne,Point(8.3 47.049722222),"47.049722222222, 8.3",Berlin-Ouest,,"52.5333, 13.1667"
Gabriel Van Dievoet,1875-04-12T00:00:00Z,1934-11-17T00:00:00Z,Bruxelles,Point(4.3525 50.846666666),"50.846666666667, 4.3525",Saint-Gilles,,"50.816666666667, 4.35"
Fritz Baumann,1886-05-03T00:00:00Z,1942-10-09T00:00:00Z,Bâle,Point(7.591111111 47.550555555),"47.550555555556, 7.5911111111111",Bâle,,"47.550555555556, 7.5911111111111"
Gérard Schneider,1896-04-28T00:00:00Z,1986-07-08T00:00:00Z,Sainte-Croix,Point(6.5 46.816666666),"46.816666666667, 6.5",Paris,,"48.856577777778, 2.3518277777778"
Ludwig Fahrenkrog,1867-10-20T00:00:00Z,1952-10-27T00:00:00Z,Rendsburg,Point(9.664444444 54.304444444),"54.304444444444, 9.6644444444444",Biberach an der Riß,,"48.098055555556, 9.7886111111111"
Ismet Mujezinović,1907-12-02T00:00:00Z,1984-01-07T00:00:00Z,Tuzla,Point(18.676111111 44.538055555),"44.538055555556, 18.676111111111",Tuzla,,"44.538055555556, 18.676111111111"
Fritz Dähn,1908-01-26T00:00:00Z,1980-09-16T00:00:00Z,Heilbronn,Point(9.216666666 49.15),"49.15, 9.2166666666667",Heilbronn,,"49.15, 9.2166666666667"
Hans Aeschbacher,1906-01-18T00:00:00Z,1980-01-27T00:00:00Z,Zurich,Point(8.54 47.378611111),"47.378611111111, 8.54",Russikon,,"47.395277777778, 8.7777777777778"
Ernst Kreidolf,1863-02-09T00:00:00Z,1956-08-12T00:00:00Z,Berne,Point(7.438611111 46.950833333),"46.950833333333, 7.4386111111111",Berne,,"46.950833333333, 7.4386111111111"
Otto Morach,1887-08-02T00:00:00Z,1973-12-25T00:00:00Z,Hubersdorf,Point(7.590555555 47.243333333),"47.243333333333, 7.5905555555556",Zurich,,"47.378611111111, 8.54"
Arnold Brügger,1888-10-18T00:00:00Z,1975-04-02T00:00:00Z,Meiringen,Point(8.186111111 46.728333333),"46.728333333333, 8.1861111111111",Meiringen,,"46.728333333333, 8.1861111111111"
Joseph DeCamp,1858-11-05T00:00:00Z,1923-02-11T00:00:00Z,Cincinnati,Point(-84.5 39.133333333),"39.133333333333, -84.5","Boca Grande, Floride",,"26.748888888889, -82.261944444444"
Paul Avril,1849-05-21T00:00:00Z,1928-07-28T00:00:00Z,Alger,Point(3.058611111 36.776388888),"36.776388888889, 3.0586111111111",Le Raincy,,"48.899166666667, 2.5230555555556"
Albert Schnyder,1898-09-09T00:00:00Z,1989-05-28T00:00:00Z,Delémont,Point(7.347222222 47.365277777),"47.365277777778, 7.3472222222222",Delémont,,"47.365277777778, 7.3472222222222"
Anton Dietrich,1833-05-27T00:00:00Z,1904-08-04T00:00:00Z,Meißen,Point(13.4775 51.163611111),"51.163611111111, 13.4775",Leipzig,,"51.333333333333, 12.383333333333"
Emil Beurmann,1862-01-01T00:00:00Z,1951-01-01T00:00:00Z,Bâle,Point(7.591111111 47.550555555),"47.550555555556, 7.5911111111111",Bâle,,"47.550555555556, 7.5911111111111"
Walt Kuhn,1877-10-27T00:00:00Z,1949-07-13T00:00:00Z,Brooklyn,Point(-73.990277777 40.692777777),"40.692777777778, -73.990277777778",White Plains,,"41.04, -73.778611111111"
Albert Steffen,1884-12-10T00:00:00Z,1963-07-13T00:00:00Z,Wynau,Point(7.811111111 47.260833333),"47.260833333333, 7.8111111111111",Dornach,,"47.478888888889, 7.6180555555556"
Victoria du Royaume-Uni,1840-11-21T00:00:00Z,1901-08-05T00:00:00Z,palais de Buckingham,Point(-0.142 51.501),"51.501, -0.142",Château-hôtel de Kronberg,,"50.18888889, 8.51"
Rafael Alberti,1902-12-16T00:00:00Z,1999-10-28T00:00:00Z,El Puerto de Santa María,Point(-6.2381494 36.601468),"36.601468, -6.2381494",Cadix,,"36.516666666667, -6.2833333333333"
Albert Gottschalk,1866-07-03T00:00:00Z,1906-02-13T00:00:00Z,Stege,Point(12.2856 54.9861),"54.9861, 12.2856",Frederiksberg,,"55.6775, 12.536388888889"
Andreas Walser,1908-04-13T00:00:00Z,1930-03-19T00:00:00Z,Coire,Point(9.533055555 46.85),"46.85, 9.5330555555556",Paris,,"48.856577777778, 2.3518277777778"
Charles Rollier,1912-09-27T00:00:00Z,1968-05-15T00:00:00Z,Milan,Point(9.190336 45.464161),"45.464161, 9.190336",Genève,,"46.2, 6.15"
John Brack,1920-05-10T00:00:00Z,1999-02-11T00:00:00Z,South Melbourne,Point(144.96 -37.835),"-37.835, 144.96",Melbourne,,"-37.820555555556, 144.96138888889"
Guillaume-Charles Brun,1825-05-05T00:00:00Z,1908-02-20T00:00:00Z,Montpellier,Point(3.877230555 43.610919444),"43.610919444444, 3.8772305555556",Paris,,"48.856577777778, 2.3518277777778"
Max Sulzbachner,1904-01-31T00:00:00Z,1985-08-24T00:00:00Z,Bâle,Point(7.591111111 47.550555555),"47.550555555556, 7.5911111111111",Bâle,,"47.550555555556, 7.5911111111111"
Aimé Barraud,1902-03-14T00:00:00Z,1954-02-14T00:00:00Z,La Chaux-de-Fonds,Point(6.829558333 47.099627777),"47.099627777778, 6.8295583333333",Neuchâtel,,"46.990277777778, 6.9305555555556"
Amedeo Modigliani,1884-07-12T00:00:00Z,1920-01-24T00:00:00Z,Livourne,Point(10.316666666 43.55),"43.55, 10.316666666667",Paris,,"48.856577777778, 2.3518277777778"
Hans Eduard von Berlepsch-Valendas,1849-12-31T00:00:00Z,1921-08-17T00:00:00Z,Saint-Gall,Point(9.377222222 47.423333333),"47.423333333333, 9.3772222222222",Munich,,"48.133333333333, 11.566666666667"
Karl Ballmer,1891-02-23T00:00:00Z,1958-09-07T00:00:00Z,Aarau,Point(8.045 47.394166666),"47.394166666667, 8.045",Lugano,,"46.010277777778, 8.9625"
Jean Morax,1869-09-16T00:00:00Z,1939-05-11T00:00:00Z,Morges,Point(6.5 46.516666666),"46.516666666667, 6.5",Morges,,"46.516666666667, 6.5"
Richard Ermisch,1885-06-17T00:00:00Z,1960-12-07T00:00:00Z,Halle,Point(11.971944444 51.483055555),"51.48333333, 11.96666667",Berlin,,"52.516666666667, 13.383333333333"
Richard Ermisch,1885-06-17T00:00:00Z,1960-12-07T00:00:00Z,Halle,Point(11.971944444 51.483055555),"51.483055555556, 11.971944444444",Berlin,,"52.516666666667, 13.383333333333"
Camille Graeser,1892-02-27T00:00:00Z,1980-02-21T00:00:00Z,Carouge,Point(6.133333333 46.183333333),"46.183333333333, 6.1333333333333",Wald,,"47.275277777778, 8.9144444444444"
Gustav Wunderwald,1882-01-01T00:00:00Z,1945-06-24T00:00:00Z,Kalk,Point(7.00639 50.9428),"50.9428, 7.00639",Berlin,,"52.516666666667, 13.383333333333"
Camille Claudel,1864-12-08T00:00:00Z,1943-10-19T00:00:00Z,Fère-en-Tardenois,Point(3.5175 49.199444444),"49.199444444444, 3.5175",Montdevergues,,"43.924887, 4.8778901"
Charles L'Eplattenier,1874-10-09T00:00:00Z,1946-06-07T00:00:00Z,Neuchâtel,Point(6.930555555 46.990277777),"46.990277777778, 6.9305555555556",Les Brenets,,"47.066666666667, 6.7"
Max Haufler,1910-06-04T00:00:00Z,1965-06-25T00:00:00Z,Bâle,Point(7.591111111 47.550555555),"47.550555555556, 7.5911111111111",Zurich,,"47.378611111111, 8.54"
Heinrich Nüßlein,1879-04-20T00:00:00Z,1947-11-12T00:00:00Z,Nuremberg,Point(11.077777777 49.452777777),"49.452777777778, 11.077777777778",Ruhpolding,,"47.766666666667, 12.65"
Louis Reguin,1872-06-29T00:00:00Z,1948-12-22T00:00:00Z,La Chaux-de-Fonds,Point(6.829558333 47.099627777),"47.099627777778, 6.8295583333333",La Chaux-de-Fonds,,"47.099627777778, 6.8295583333333"
Brett Whiteley,1939-04-07T00:00:00Z,1992-06-15T00:00:00Z,Sydney,Point(151.208333333 -33.869444444),"-33.869444444444, 151.20833333333",Wollongong,,"-34.433055555556, 150.88305555556"
Vojtěch Hynais,1854-01-14T00:00:00Z,1925-08-22T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Prague,,"50.088611111111, 14.421388888889"
Ray Johnson,1927-10-16T00:00:00Z,1995-01-13T00:00:00Z,Détroit,Point(-83.0475 42.331666666),"42.331666666667, -83.0475",New York,,"40.67, -73.94"
James Paterson,1854-08-21T00:00:00Z,1932-01-25T00:00:00Z,Blantyre (Écosse),Point(-4.097 55.793),"55.793, -4.097",Édimbourg,,"55.95, -3.1988888888889"
Henri Harpignies,1819-07-24T00:00:00Z,1916-08-28T00:00:00Z,Valenciennes,Point(3.525 50.359166666),"50.359166666667, 3.525",Saint-Privé,,"47.683333333333, 3.0005555555556"
William Krause,1875-11-18T00:00:00Z,1925-06-30T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Dresde,,"51.033333333333, 13.733333333333"
Julius von Payer,1841-09-02T00:00:00Z,1915-08-29T00:00:00Z,Teplice,Point(13.816666666 50.633333333),"50.633333333333, 13.816666666667",Bled,,"46.366666666667, 14.116666666667"
Viktor Madarász,1830-12-14T00:00:00Z,1917-01-10T00:00:00Z,Štítnik (district Rožňava),Point(20.36666667 48.66666667),"48.66666667, 20.36666667",Budapest,,"47.498333333333, 19.040833333333"
William S. Burroughs,1914-02-05T00:00:00Z,1997-08-02T00:00:00Z,Saint-Louis,Point(-90.2 38.616666666),"38.616666666667, -90.2",Lawrence,,"38.971666666667, -95.235277777778"
Frits van den Berghe,1883-04-03T00:00:00Z,1939-09-22T00:00:00Z,Gand,Point(3.716666666 51.05),"51.05, 3.7166666666667",Gand,,"51.05, 3.7166666666667"
Friedrich Eckenfelder,1861-03-06T00:00:00Z,1938-05-11T00:00:00Z,Berne,Point(7.438611111 46.950833333),"46.950833333333, 7.4386111111111",Balingen,,"48.273055555556, 8.8505555555556"
Emil Hünten,1827-01-19T00:00:00Z,1902-02-01T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Düsseldorf,,"51.216666666667, 6.8166666666667"
Julius von Payer,1841-09-02T00:00:00Z,1915-08-19T00:00:00Z,Teplice,Point(13.816666666 50.633333333),"50.633333333333, 13.816666666667",Bled,,"46.366666666667, 14.116666666667"
Bernhard Buttersack,1858-03-16T00:00:00Z,1925-05-12T00:00:00Z,Bad Liebenzell,Point(8.731388888 48.774166666),"48.774166666667, 8.7313888888889",Icking,,"47.95, 11.433333333333"
Henri Martin,1860-08-05T00:00:00Z,1943-11-12T00:00:00Z,Toulouse,Point(1.441944444 43.604444444),"43.604444444444, 1.4419444444444",France,,"47, 2"
Renato Birolli,1905-12-10T00:00:00Z,1959-05-03T00:00:00Z,Vérone,Point(10.993741666 45.438158333),"45.438158333333, 10.993741666667",Milan,,"45.464161, 9.190336"
Henry Miller,1891-12-26T00:00:00Z,1980-06-07T00:00:00Z,New York,Point(-73.94 40.67),"40.67, -73.94",Los Angeles,,"34.05, -118.25"
James Ensor,1860-04-13T00:00:00Z,1949-11-19T00:00:00Z,Ostende,Point(2.933333333 51.233333333),"51.233333333333, 2.9333333333333",Ostende,,"51.233333333333, 2.9333333333333"
Antonin Artaud,1896-09-04T00:00:00Z,1948-03-04T00:00:00Z,Occitanie,Point(2.87806 44.3),"44.3, 2.87806",Paris,,"48.856577777778, 2.3518277777778"
Henri-Marcel Magne,1877-10-11T00:00:00Z,1944-07-01T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Champagne-sur-Seine,,"48.397222222222, 2.8011111111111"
Christopher Nevinson,1889-08-13T00:00:00Z,1946-10-07T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Grand Londres,,"51.5, -0.083333333333333"
Henri Michaux,1899-05-24T00:00:00Z,1984-10-19T00:00:00Z,Namur,Point(4.866666666 50.466666666),"50.466666666667, 4.8666666666667",Paris,,"48.856577777778, 2.3518277777778"
Auguste Trémont,1892-12-31T00:00:00Z,1980-10-23T00:00:00Z,Luxembourg,Point(6.13 49.77),"49.77, 6.13",Luxembourg,,"49.77, 6.13"
Lazar Lissitzky,1890-11-22T00:00:00Z,1941-12-30T00:00:00Z,Potchinok,Point(32.45 54.4),"54.4, 32.45",Moscou,,"55.755833333333, 37.617777777778"
Charles Ier de Portugal,1863-09-28T00:00:00Z,1908-02-01T00:00:00Z,Lisbonne,Point(-9.166666666 38.716666666),"38.716666666667, -9.1666666666667",Lisbonne,,"38.716666666667, -9.1666666666667"
Alexi von Jawlensky,1864-03-13T00:00:00Z,1941-03-15T00:00:00Z,Torjok,Point(34.966666666 57.033333333),"57.033333333333, 34.966666666667",Wiesbaden,,"50.082083333333, 8.2413611111111"
Henri Rousseau,1844-05-21T00:00:00Z,1910-09-02T00:00:00Z,Laval,Point(-0.77 48.072777777),"48.072777777778, -0.77",Paris,,"48.856577777778, 2.3518277777778"
Jean Arp,1886-09-16T00:00:00Z,1966-06-07T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333),"48.573333333333, 7.7522222222222",Bâle,,"47.550555555556, 7.5911111111111"
Artur Nikodem,1870-02-06T00:00:00Z,1940-02-10T00:00:00Z,Trente,Point(11.116666666 46.066666666),"46.066666666667, 11.116666666667",Innsbruck,,"47.266666666667, 11.383333333333"
Rudolf Grossmann,1882-01-25T00:00:00Z,1941-11-28T00:00:00Z,Fribourg-en-Brisgau,Point(7.849722222 47.994722222),"47.994722222222, 7.8497222222222",Fribourg-en-Brisgau,,"47.994722222222, 7.8497222222222"
Antonin Artaud,1896-09-04T00:00:00Z,1948-03-04T00:00:00Z,Marseille,Point(5.376388888 43.296666666),"43.296666666667, 5.3763888888889",Paris,,"48.856577777778, 2.3518277777778"
Morris Hirshfield,1872-04-10T00:00:00Z,1946-07-26T00:00:00Z,Royaume du Congrès,Point(21.016667 52.233333),"52.233333, 21.016667",Brooklyn,,"40.692777777778, -73.990277777778"
Yves Klein,1928-04-28T00:00:00Z,1962-06-06T00:00:00Z,Nice,Point(7.268333333 43.701944444),"43.701944444444, 7.2683333333333",Paris,,"48.856577777778, 2.3518277777778"
George Frederic Watts,1817-02-23T00:00:00Z,1904-07-01T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Compton,,"51.2138, -0.6325"
Christopher Nevinson,1889-08-13T00:00:00Z,1946-10-07T00:00:00Z,Londres,Point(-0.1275 51.507222222),"51.507222222222, -0.1275",Hampstead,,"51.5541, -0.1744"
Emil Nolde,1867-08-07T00:00:00Z,1956-04-13T00:00:00Z,Burkal,Point(9.07 54.917222222),"54.917222222222, 9.07",Neukirchen,,"54.866666666667, 8.7166666666667"
Charles Rennie Mackintosh,1868-06-07T00:00:00Z,1928-12-10T00:00:00Z,Glasgow,Point(-4.27 55.87),"55.87, -4.27",Londres,,"51.507222222222, -0.1275"
Carl Larsson,1853-05-28T00:00:00Z,1919-01-22T00:00:00Z,Gamla stan,Point(18.070833333 59.325),"59.325, 18.070833333333",Sundborn,,"60.666666666667, 15.766666666667"
Frederik Christian Lund,1826-02-14T00:00:00Z,1901-10-31T00:00:00Z,Copenhague,Point(12.568888888 55.676111111),"55.676111111111, 12.568888888889",Copenhague,,"55.676111111111, 12.568888888889"
Lyonel Feininger,1871-07-17T00:00:00Z,1956-01-13T00:00:00Z,New York,Point(-73.94 40.67),"40.67, -73.94",New York,,"40.67, -73.94"
Ignacio Aguirre,1900-12-23T00:00:00Z,1990-07-11T00:00:00Z,San Sebastián del Oeste,Point(-104.583 20.65),"20.65, -104.583",Mexico,,"19.419444444444, -99.145555555556"
Piet Mondrian,1872-03-07T00:00:00Z,1944-02-01T00:00:00Z,Amersfoort,Point(5.38 52.15),"52.15, 5.38",New York,,"40.67, -73.94"
Allan Houser,1914-06-30T00:00:00Z,1994-08-22T00:00:00Z,Fort Sill,Point(-98.508333333 34.704166666),"34.704166666667, -98.508333333333",Santa Fe,,"35.666666666667, -105.96666666667"
Arthur Kolnik,1890-05-04T00:00:00Z,1972-01-01T00:00:00Z,Ivano-Frankivsk,Point(24.710555555 48.922777777),"48.922777777778, 24.710555555556",Paris,,"48.856577777778, 2.3518277777778"
